judet,cod_siruta,localitate,pop,localitate_clean,judet_uat,uat_cod
DÂMBOVIȚA,66857,CORBII MARI,8298,corbii mari,DB,4402612
DÂMBOVIȚA,66955,CORNĂȚELU,1684,cornatelu,DB,4280299
DÂMBOVIȚA,67014,CORNEȘTI,6249,cornesti,DB,4402744
DÂMBOVIȚA,67121,COSTEȘTII DIN VALE,3437,costestii din vale,DB,4449372
DÂMBOVIȚA,67167,CRÂNGURILE,3462,crangurile,DB,4402639
DÂMBOVIȚA,102286,CREVEDIA,8811,crevedia,DB,4280132
DÂMBOVIȚA,67256,DĂRMĂNEȘTI,4433,darmanesti,DB,4402540
DÂMBOVIȚA,67292,DOBRA,3388,dobra,DB,4280124
DÂMBOVIȚA,65413,DOICEȘTI,4224,doicesti,DB,4344538
DÂMBOVIȚA,67327,DRAGODANA,6186,dragodana,DB,4207034
DÂMBOVIȚA,67407,DRAGOMIREȘTI,8835,dragomiresti,DB,4344627
DÂMBOVIȚA,67470,FINTA,3686,finta,DB,4344503
DÂMBOVIȚA,67522,GLODENI,3936,glodeni,DB,4402671
DÂMBOVIȚA,65707,GURA FOII,2059,gura foii,DB,4207026
DÂMBOVIȚA,67595,GURA OCNIȚEI,6657,gura ocnitei,DB,4344465
DÂMBOVIȚA,67648,GURA ȘUȚII,5106,gura sutii,DB,4402701
DÂMBOVIȚA,67675,HULUBEȘTI,3052,hulubesti,DB,4280272
DÂMBOVIȚA,67737,I. L. CARAGIALE,6920,i. l. caragiale,DB,4402604
DÂMBOVIȚA,65869,IEDERA,3625,iedera,DB,4344287
DÂMBOVIȚA,67773,LUCIENI,3138,lucieni,DB,4280353
DÂMBOVIȚA,67835,LUDEȘTI,5062,ludesti,DB,5359111
DÂMBOVIȚA,67906,LUNGULEȚU,5289,lunguletu,DB,4402752
DÂMBOVIȚA,67942,MALU CU FLORI,2404,malu cu flori,DB,4344244
DÂMBOVIȚA,68002,MĂNEȘTI,5361,manesti,DB,4344619
DÂMBOVIȚA,68048,MĂTĂSARU,4836,matasaru,DB,4449437
DÂMBOVIȚA,68128,MOGOȘANI,4051,mogosani,DB,4449356
DÂMBOVIȚA,68182,MOROENI,5034,moroeni,DB,4280116
DÂMBOVIȚA,68253,MORTENI,2564,morteni,DB,4344589
DÂMBOVIȚA,65645,MOȚĂIENI,1876,motaieni,DB,4280337
DÂMBOVIȚA,104387,NICULEȘTI,4627,niculesti,DB,4280434
DÂMBOVIȚA,68280,NUCET,3995,nucet,DB,4280345
DÂMBOVIȚA,68324,OCNIȚA,3950,ocnita,DB,4344520
DÂMBOVIȚA,68342,ODOBEȘTI,4946,odobesti,DB,4402698
DÂMBOVIȚA,179935,PERȘINARI,2519,persinari,DB,17310600
DÂMBOVIȚA,65752,PETREȘTI,5085,petresti,DB,4449410
DÂMBOVIȚA,179908,PIETRARI,2186,pietrari,DB,17352745
DÂMBOVIȚA,68404,PIETROȘIȚA,3006,pietrosita,DB,4344449
DÂMBOVIȚA,68431,POIANA,3495,poiana,DB,4280280
DÂMBOVIȚA,68468,POTLOGI,8739,potlogi,DB,4280256
DÂMBOVIȚA,68529,PRODULEȘTI,3204,produlesti,DB,4449380
DÂMBOVIȚA,68565,PUCHENI,1558,pucheni,DB,4344260
DÂMBOVIȚA,179891,RACIU,3236,raciu,DB,17352753
DÂMBOVIȚA,179926,RĂSCĂEȚI,2051,rascaeti,DB,17352737
DÂMBOVIȚA,179917,RÂU ALB,1466,rau alb,DB,17302844
DÂMBOVIȚA,65431,RĂZVAD,8729,razvad,DB,4344643
DÂMBOVIȚA,68716,RUNCU,3555,runcu,DB,4344473
DÂMBOVIȚA,68789,SĂLCIOARA,3742,salcioara,DB,4344236
DÂMBOVIȚA,68887,ȘELARU,3090,selaru,DB,4532515
DÂMBOVIȚA,105142,SLOBOZIA MOARĂ,1988,slobozia moara,DB,4402566
DÂMBOVIȚA,65477,ȘOTÂNGA,7077,sotanga,DB,4344570
DÂMBOVIȚA,105534,TĂRTĂȘEȘTI,6158,tartasesti,DB,4280426
DÂMBOVIȚA,68921,TĂTĂRANI,5228,tatarani,DB,4344430
DÂMBOVIȚA,68976,ULIEȘTI,3923,uliesti,DB,4280450
DÂMBOVIȚA,65501,ULMI,5280,ulmi,DB,4344651
DÂMBOVIȚA,69250,VĂCĂREȘTI,5060,vacaresti,DB,4402620
DÂMBOVIȚA,69063,VALEA LUNGĂ,4518,valea lunga,DB,4344554
DÂMBOVIȚA,69170,VALEA MARE,2091,valea mare,DB,4280264
DÂMBOVIȚA,69303,VĂLENI-DÂMBOVIȚA,2420,valeni-dambovita,DB,4344635
DÂMBOVIȚA,69447,VÂRFURI,1742,varfuri,DB,4576708
DÂMBOVIȚA,69330,VIȘINA,3838,visina,DB,4344228
DÂMBOVIȚA,69394,VIȘINEȘTI,1586,visinesti,DB,4344546
DÂMBOVIȚA,179711,VLĂDENI,2699,vladeni,DB,15651082
DÂMBOVIȚA,69526,VOINEȘTI,5911,voinesti,DB,4344600
DÂMBOVIȚA,69615,VULCANA-BĂI,2934,vulcana-bai,DB,4206918
DÂMBOVIȚA,179640,VULCANA-PANDELE,4683,vulcana-pandele,DB,14932420
DOLJ,69900,MUNICIPIUL CRAIOVA,234140,municipiul craiova,DJ,4417214
DOLJ,70316,MUNICIPIUL BĂILEȘTI,15928,municipiul bailesti,DJ,5002240
DOLJ,70352,MUNICIPIUL CALAFAT,13807,municipiul calafat,DJ,4554424
DOLJ,70879,ORAȘ BECHET,4355,orasul bechet,DJ,4941390
DOLJ,72007,ORAȘ DĂBULENI,10333,orasul dabuleni,DJ,5002029
DOLJ,70414,ORAȘ FILIAȘI,15031,orasul filiasi,DJ,4553372
DOLJ,70502,ORAȘ SEGARCEA,7356,orasul segarcea,DJ,4554467
DOLJ,70520,AFUMAȚI,2646,afumati,DJ,5001953
DOLJ,70566,ALMĂJ,1792,almaj,DJ,4553674
DOLJ,70637,AMĂRĂȘTII DE JOS,5132,amarastii de jos,DJ,5001970
DOLJ,70673,AMĂRĂȘTII DE SUS,1541,amarastii de sus,DJ,5001902
DOLJ,70726,APELE VII,1804,apele vii,DJ,4553577
DOLJ,70744,ARGETOAIA,4331,argetoaia,DJ,4554190
DOLJ,70940,BÂRCA,3720,barca,DJ,5002100
DOLJ,70897,BISTREȚ,4211,bistret,DJ,4553895
DOLJ,70968,BOTOȘEȘTI-PAIA,585,botosesti-paia,DJ,4553640
DOLJ,70986,BRABOVA,1418,brabova,DJ,4554076
DOLJ,71055,BRĂDEȘTI,4248,bradesti,DJ,4553747
DOLJ,71126,BRALOȘTIȚA,3602,bralostita,DJ,4554343
DOLJ,71199,BRATOVOEȘTI,3230,bratovoesti,DJ,5046688
DOLJ,71260,BREASTA,4201,breasta,DJ,4554050
DOLJ,69964,BUCOVĂȚ,4011,bucovat,DJ,4553321
DOLJ,71340,BULZEȘTI,1269,bulzesti,DJ,5001961
DOLJ,71607,CĂLĂRAȘI,5195,calarasi,DJ,5001910
DOLJ,71457,CALOPĂR,3667,calopar,DJ,4554181
DOLJ,71518,CARAULA,2276,caraula,DJ,4711421
DOLJ,74859,CÂRCEA,4644,carcea,DJ,16346370
DOLJ,74867,CÂRNA,1110,carna,DJ,16397927
DOLJ,71536,CARPEN,2063,carpen,DJ,4553313
DOLJ,71572,CASTRANOVA,3341,castranova,DJ,4554319
DOLJ,74842,CATANE,1959,catane,DJ,16414874
DOLJ,71634,CELARU,3929,celaru,DJ,5046629
DOLJ,71698,CERĂT,4191,cerat,DJ,5046742
DOLJ,71723,CERNĂTEȘTI,1559,cernatesti,DJ,4553712
DOLJ,71787,CETATE,4572,cetate,DJ,4553470
DOLJ,71812,CIOROIAȘI,1463,cioroiasi,DJ,4554114
DOLJ,71858,CIUPERCENII NOI,5003,ciupercenii noi,DJ,5001880
DOLJ,71885,COȘOVENI,3238,cosoveni,DJ,4553534
DOLJ,71910,COȚOFENII DIN DOS,2191,cotofenii din dos,DJ,4553593
DOLJ,74875,COȚOFENII DIN FAȚĂ,2121,cotofenii din fata,DJ,16397900
DOLJ,71956,DANEȚI,5131,daneti,DJ,4553518
DOLJ,72034,DESA,4609,desa,DJ,5046696
DOLJ,72052,DIOȘTI,2534,diosti,DJ,4553607
DOLJ,72098,DOBREȘTI,2015,dobresti,DJ,4829975
DOLJ,74883,DOBROTEȘTI,1406,dobrotesti,DJ,16423570
DOLJ,72150,DRĂGOTEȘTI,1899,dragotesti,DJ,4554297
DOLJ,72221,DRĂNIC,2260,dranic,DJ,5002070
DOLJ,72276,FĂRCAȘ,2047,farcas,DJ,4553569
DOLJ,72383,GALICEA MARE,3962,galicea mare,DJ,5046785
DOLJ,74891,GALICIUICA,1310,galiciuica,DJ,16397919
DOLJ,72409,GHERCEȘTI,2132,ghercesti,DJ,5046718
DOLJ,74907,GHIDICI,2437,ghidici,DJ,16388171
DOLJ,74915,GHINDENI,1843,ghindeni,DJ,16404994
DOLJ,72463,GIGHERA,2899,gighera,DJ,5001945
DOLJ,72579,GÂNGIOVA,2312,gangiova,DJ,4554092
DOLJ,72506,GIUBEGA,1782,giubega,DJ,4553429
DOLJ,72533,GIURGIȚA,2730,giurgita,DJ,5077595
DOLJ,72604,GOGOȘU,523,gogosu,DJ,4554009
DOLJ,72640,GOICEA,2354,goicea,DJ,5046700
DOLJ,72677,GOIEȘTI,3138,goiesti,DJ,4554203
DOLJ,72819,GRECEȘTI,1497,grecesti,DJ,5046750
DOLJ,74923,ÎNTORSURA,1291,intorsura,DJ,16380445
DOLJ,70094,IȘALNIȚA,4042,isalnita,DJ,4553283
DOLJ,72882,IZVOARE,1321,izvoare,DJ,4553410
DOLJ,72926,LEU,4035,leu,DJ,4553631
DOLJ,72953,LIPOVU,3208,lipovu,DJ,4553704
DOLJ,72980,MĂCEȘU DE JOS,1172,macesu de jos,DJ,5001929
DOLJ,73013,MĂCEȘU DE SUS,1088,macesu de sus,DJ,5002037
DOLJ,73031,MAGLAVIT,3938,maglavit,DJ,4553585
DOLJ,73068,MALU MARE,7548,malu mare,DJ,5002053
DOLJ,73317,MÂRȘANI,3941,marsani,DJ,4711448
DOLJ,73102,MELINEȘTI,3390,melinesti,DJ,5002126
DOLJ,73246,MISCHII,1782,mischii,DJ,4554157
DOLJ,73335,MOȚĂȚEI,5920,motatei,DJ,4553305
DOLJ,73371,MURGAȘI,2191,murgasi,DJ,4553267
DOLJ,73460,NEGOI,2298,negoi,DJ,4553780
DOLJ,73503,ORODEL,2147,orodel,DJ,5002002
DOLJ,73567,OSTROVENI,4451,ostroveni,DJ,4554254
DOLJ,73594,PERIȘOR,1606,perisor,DJ,5002010
DOLJ,73629,PIELEȘTI,4666,pielesti,DJ,4553992
DOLJ,73665,PISCU VECHI,2370,piscu vechi,DJ,5002088
DOLJ,73709,PLENIȚA,4156,plenita,DJ,4332266
DOLJ,74931,PLEȘOI,1158,plesoi,DJ,16397889
DOLJ,70110,PODARI,6949,podari,DJ,4553399
DOLJ,73736,POIANA MARE,9047,poiana mare,DJ,4711618
DOLJ,73772,PREDEȘTI,1770,predesti,DJ,4554041
DOLJ,73852,RADOVAN,1150,radovan,DJ,5077617
DOLJ,73905,RAST,3198,rast,DJ,5002134
DOLJ,73923,ROBĂNEȘTI,2164,robanesti,DJ,5002045
DOLJ,74949,ROJIȘTE,2498,rojiste,DJ,16350797
DOLJ,73996,SADOVA,8361,sadova,DJ,4553437
DOLJ,74028,SĂLCUȚA,2032,salcuta,DJ,5001996
DOLJ,74073,SCĂEȘTI,2101,scaesti,DJ,4554165
DOLJ,74108,SEACA DE CÂMP,1631,seaca de camp,DJ,5002061
DOLJ,74135,SEACA DE PĂDURE,781,seaca de padure,DJ,4554106
DOLJ,74171,SECU,1041,secu,DJ,5046734
DOLJ,74224,SILIȘTEA CRUCII,1248,silistea crucii,DJ,5001937
DOLJ,70174,ȘIMNICU DE SUS,5733,simnicu de sus,DJ,4553291
DOLJ,74242,SOPOT,1646,sopot,DJ,4553461
DOLJ,74956,TĂLPAȘ,1049,talpas,DJ,16397862
DOLJ,74322,TEASC,3059,teasc,DJ,5002096
DOLJ,74359,TERPEZIȚA,1360,terpezita,DJ,5002118
DOLJ,74411,TESLUI,2110,teslui,DJ,4553330
DOLJ,74509,ȚUGLUI,2734,tuglui,DJ,4553623
DOLJ,74536,UNIREA,3350,unirea,DJ,4554084
DOLJ,74554,URZICUȚA,2870,urzicuta,DJ,5046726
DOLJ,74581,VALEA STANCIULUI,4806,valea stanciului,DJ,4554017
DOLJ,74732,VÂRTOP,1666,vartop,DJ,4553526
DOLJ,74750,VÂRVORU DE JOS,2641,varvoru de jos,DJ,4553224
DOLJ,74616,VELA,1639,vela,DJ,4553232
DOLJ,74705,VERBIȚA,1056,verbita,DJ,4554033
GALAȚI,75098,MUNICIPIUL GALAȚI,217851,municipiul galati,GL,3814810
GALAȚI,75203,MUNICIPIUL TECUCI,32801,municipiul tecuci,GL,4269312
GALAȚI,75338,ORAȘ BEREȘTI,2473,orasul beresti,GL,3346883
GALAȚI,75472,ORAȘ TÂRGU BUJOR,5946,orasul targu bujor,GL,4393204
GALAȚI,75542,BĂLĂBĂNEȘTI,1863,balabanesti,GL,4499303
GALAȚI,75613,BĂLĂȘEȘTI,1891,balasesti,GL,4412217
GALAȚI,75668,BĂLENI,1882,baleni,GL,3126748
GALAȚI,75686,BĂNEASA,1992,baneasa,GL,4298571
GALAȚI,75515,BARCEA,5074,barcea,GL,3264589
GALAȚI,75356,BEREȘTI-MERIA,3023,beresti-meria,GL,3346867
GALAȚI,75766,BRĂHĂȘEȘTI,9091,brahasesti,GL,3602000
GALAȚI,75711,BRANIȘTEA,3956,branistea,GL,4461970
GALAȚI,75819,BUCIUMENI,2156,buciumeni,GL,3878775
GALAȚI,75864,CAVADINEȘTI,2445,cavadinesti,GL,3347048
GALAȚI,75917,CERȚEȘTI,1942,certesti,GL,4089095
GALAȚI,76004,CORNI,1814,corni,GL,3437175
GALAȚI,75953,COROD,7030,corod,GL,4393166
GALAȚI,76040,COSMEȘTI,5662,cosmesti,GL,3655943
GALAȚI,76111,COSTACHE NEGRI,2078,costache negri,GL,3126772
GALAȚI,76139,CUCA,1848,cuca,GL,3127000
GALAȚI,76157,CUDALBI,6614,cudalbi,GL,3655919
GALAȚI,77595,CUZA VODĂ,2281,cuza voda,GL,17841903
GALAȚI,75221,DRĂGĂNEȘTI,4802,draganesti,GL,3264597
GALAȚI,76175,DRĂGUȘENI,4456,draguseni,GL,4591309
GALAȚI,76255,FÂRȚĂNEȘTI,4911,fartanesti,GL,4802813
GALAȚI,76282,FOLTEȘTI,3262,foltesti,GL,3126802
GALAȚI,76317,FRUMUȘIȚA,5067,frumusita,GL,3952219
GALAȚI,76353,FUNDENI,3020,fundeni,GL,3126837
GALAȚI,76406,GHIDIGENI,6212,ghidigeni,GL,3655897
GALAȚI,76497,GOHOR,3154,gohor,GL,3814712
GALAȚI,76558,GRIVIȚA,3293,grivita,GL,3126489
GALAȚI,76585,INDEPENDENȚA,4371,independenta,GL,4040172
GALAȚI,76601,IVEȘTI,9584,ivesti,GL,3601986
GALAȚI,76638,JORĂȘTI,1616,jorasti,GL,3701837
GALAȚI,76674,LIEȘTI,8505,liesti,GL,3264562
GALAȚI,76718,MĂSTĂCANI,3783,mastacani,GL,4322254
GALAȚI,76692,MATCA,11535,matca,GL,4412225
GALAȚI,76745,MOVILENI,3090,movileni,GL,3814747
GALAȚI,75258,MUNTENI,7067,munteni,GL,4393123
GALAȚI,76763,NĂMOLOASA,1773,namoloasa,GL,3126632
GALAȚI,77579,NEGRILEȘTI,2400,negrilesti,GL,16655791
GALAȚI,76807,NICOREȘTI,4037,nicoresti,GL,3878767
GALAȚI,76932,OANCEA,1183,oancea,GL,3126420
GALAȚI,76969,PECHEA,10197,pechea,GL,3126721
GALAȚI,76996,PISCU,4127,piscu,GL,3127018
GALAȚI,77587,POIANA,1592,poiana,GL,16371374
GALAȚI,77028,PRIPONEȘTI,1786,priponesti,GL,4322262
GALAȚI,77561,RĂDEȘTI,1400,radesti,GL,16576043
GALAȚI,77082,REDIU,1610,rediu,GL,3126870
GALAȚI,77126,SCÂNTEIEȘTI,2283,scanteiesti,GL,3127093
GALAȚI,77153,SCHELA,3509,schela,GL,3126381
GALAȚI,75114,ȘENDRENI,5065,sendreni,GL,3553269
GALAȚI,77180,SLOBOZIA CONACHI,3696,slobozia conachi,GL,3127026
GALAȚI,77224,SMÂRDAN,5342,smardan,GL,4150000
GALAȚI,77260,SMULȚI,1296,smulti,GL,4412209
GALAȚI,77288,SUCEVENI,1491,suceveni,GL,4436216
GALAȚI,77601,SUHURLUI,1131,suhurlui,GL,24331834
GALAȚI,77377,ȚEPU,2189,tepu,GL,3655935
GALAȚI,77313,TUDOR VLADIMIRESCU,5032,tudor vladimirescu,GL,3126624
GALAȚI,77331,TULUCEȘTI,6407,tulucesti,GL,3553307
GALAȚI,77402,UMBRĂREȘTI,5932,umbraresti,GL,4393131
GALAȚI,77475,VALEA MĂRULUI,3572,valea marului,GL,3655900
GALAȚI,75150,VÂNĂTORI,6926,vanatori,GL,4393212
GALAȚI,77509,VÂRLEZI,1646,varlezi,GL,4412233
GALAȚI,77536,VLĂDEȘTI,1829,vladesti,GL,3126578
GIURGIU,100521,MUNICIPIUL GIURGIU,54551,municipiul giurgiu,GR,4852455
GIURGIU,101190,ORAȘ BOLINTIN-VALE,12806,orasul bolintin-vale,GR,5483380
GIURGIU,104136,ORAȘ MIHĂILEȘTI,7760,orasul mihailesti,GR,5246201
GIURGIU,100781,ADUNAȚII-COPĂCENI,6881,adunatii-copaceni,GR,5246171
GIURGIU,101001,BĂNEASA,4601,baneasa,GR,5182140
GIURGIU,101163,BOLINTIN-DEAL,6194,bolintin-deal,GR,5843129
GIURGIU,101378,BUCȘANI,3462,bucsani,GR,5026680
GIURGIU,101519,BULBUCATA,1650,bulbucata,GR,5123659
GIURGIU,101617,BUTURUGENI,4283,buturugeni,GR,5519603
GIURGIU,101662,CĂLUGĂRENI,5523,calugareni,GR,5798613
GIURGIU,101984,CLEJANI,3505,clejani,GR,5026702
GIURGIU,102071,COLIBAȘI,3186,colibasi,GR,5123624
GIURGIU,102106,COMANA,6531,comana,GR,5755124
GIURGIU,179748,COSOBA,2767,cosoba,GR,16407117
GIURGIU,102348,CREVEDIA MARE,4791,crevedia mare,GR,5246180
GIURGIU,102446,DAIA,2361,daia,GR,5123675
GIURGIU,102794,FLOREȘTI-STOENEȘTI,9456,floresti-stoenesti,GR,5123799
GIURGIU,102909,FRĂTEȘTI,5000,fratesti,GR,5123586
GIURGIU,103087,GĂISENI,5131,gaiseni,GR,5123578
GIURGIU,103194,GĂUJANI,2223,gaujani,GR,5026630
GIURGIU,103238,GHIMPAȚI,5690,ghimpati,GR,5123748
GIURGIU,103309,GOGOȘARI,1607,gogosari,GR,5026621
GIURGIU,103372,GOSTINARI,2403,gostinari,GR,5182132
GIURGIU,103354,GOSTINU,1578,gostinu,GR,5026656
GIURGIU,103407,GRĂDINARI,3217,gradinari,GR,5874885
GIURGIU,103470,GREACA,2148,greaca,GR,5123667
GIURGIU,179757,HERĂȘTI,2223,herasti,GR,16462219
GIURGIU,103639,HOTARELE,3352,hotarele,GR,5483372
GIURGIU,103693,IEPUREȘTI,2049,iepuresti,GR,5026648
GIURGIU,179766,ISVOARELE,1491,isvoarele,GR,16462227
GIURGIU,103899,IZVOARELE,3162,izvoarele,GR,5182159
GIURGIU,103997,JOIȚA,5438,joita,GR,5718320
GIURGIU,104047,LETCA NOUĂ,3625,letca noua,GR,5123713
GIURGIU,179739,MALU,2056,malu,GR,16048420
GIURGIU,104225,MÂRȘA,2646,marsa,GR,5123616
GIURGIU,104118,MIHAI BRAVU,2335,mihai bravu,GR,5246198
GIURGIU,104485,OGREZENI,4375,ogrezeni,GR,5874850
GIURGIU,104519,OINACU,3935,oinacu,GR,5798583
GIURGIU,104680,PRUNDU,3707,prundu,GR,5123640
GIURGIU,104715,PUTINEIU,2128,putineiu,GR,5123594
GIURGIU,104788,RĂSUCENI,2144,rasuceni,GR,5026788
GIURGIU,104831,ROATA DE JOS,7691,roata de jos,GR,5123608
GIURGIU,179775,SĂBĂRENI,3683,sabareni,GR,16407109
GIURGIU,104975,SCHITU,1660,schitu,GR,5123632
GIURGIU,105106,SINGURENI,3083,singureni,GR,5123780
GIURGIU,100549,SLOBOZIA,2251,slobozia,GR,5123764
GIURGIU,105295,STĂNEȘTI,2548,stanesti,GR,5123772
GIURGIU,105348,STOENEȘTI,1930,stoenesti,GR,5123683
GIURGIU,154709,TOPORU,1695,toporu,GR,5123705
GIURGIU,105623,ULMI,7869,ulmi,GR,5483364
GIURGIU,105776,VALEA DRAGULUI,2742,valea dragului,GR,5026699
GIURGIU,105972,VÂNĂTORII MICI,4584,vanatorii mici,GR,5026664
GIURGIU,105874,VĂRĂȘTI,5819,varasti,GR,5026710
GIURGIU,105909,VEDEA,2540,vedea,GR,5519611
GORJ,77812,MUNICIPIUL TÂRGU JIU,73544,municipiul targu jiu,GJ,4956065
GORJ,78141,MUNICIPIUL MOTRU,15950,municipiul motru,GJ,5455844
GORJ,79308,ORAȘ BUMBEȘTI-JIU,7684,orasul bumbesti-jiu,GJ,4666002
GORJ,78258,ORAȘ NOVACI,5276,orasul novaci,GJ,4666126
GORJ,82895,ORAȘ ROVINARI,10246,orasul rovinari,GJ,5057520
GORJ,78329,ORAȘ TÂRGU CĂRBUNEȘTI,7616,orasul targu carbunesti,GJ,4898681
GORJ,78454,ORAȘ ȚICLENI,3934,orasul ticleni,GJ,4898657
GORJ,82430,ORAȘ TISMANA,6359,orasul tismana,GJ,4956189
GORJ,82617,ORAȘ TURCENI,6891,orasul turceni,GJ,4813480
GORJ,78472,ALBENI,2502,albeni,GJ,4448202
GORJ,78542,ALIMPEȘTI,1639,alimpesti,GJ,4666436
GORJ,78604,ANINOASA,3428,aninoasa,GJ,4898851
GORJ,78668,ARCANI,1363,arcani,GJ,4898894
GORJ,78711,BAIA DE FIER,3832,baia de fier,GJ,4718896
GORJ,78748,BĂLĂNEȘTI,2209,balanesti,GJ,4898908
GORJ,77910,BĂLEȘTI,7309,balesti,GJ,4898797
GORJ,79004,BÂLTENI,6359,balteni,GJ,4956170
GORJ,78828,BĂRBĂTEȘTI,1418,barbatesti,GJ,4898789
GORJ,78873,BENGEȘTI-CIOCADIA,3083,bengesti-ciocadia,GJ,4666444
GORJ,78926,BERLEȘTI,1869,berlesti,GJ,4956200
GORJ,79077,BOLBOȘI,3140,bolbosi,GJ,4666428
GORJ,79157,BORĂSCU,2750,borascu,GJ,4448415
GORJ,79237,BRĂNEȘTI,2178,branesti,GJ,4813472
GORJ,79362,BUMBEȘTI-PIȚIC,2028,bumbesti-pitic,GJ,4718888
GORJ,79406,BUSTUCHIN,3050,bustuchin,GJ,4898827
GORJ,79736,CÂLNIC,2214,calnic,GJ,4448407
GORJ,79497,CĂPRENI,1970,capreni,GJ,4898800
GORJ,79585,CĂTUNELE,2569,catunele,GJ,5455879
GORJ,79656,CIUPERCENI,1528,ciuperceni,GJ,4448393
GORJ,79834,CRASNA,4698,crasna,GJ,4666452
GORJ,79932,CRUȘET,3048,cruset,GJ,4956219
GORJ,80043,DĂNCIULEȘTI,1997,danciulesti,GJ,4898630
GORJ,80123,DĂNEȘTI,4703,danesti,GJ,4510452
GORJ,80249,DRĂGOTEȘTI,2161,dragotesti,GJ,4448377
GORJ,78016,DRĂGUȚEȘTI,4969,dragutesti,GJ,4510436
GORJ,80285,FĂRCĂȘEȘTI,3253,farcasesti,GJ,4718950
GORJ,80365,GLOGOVA,1922,glogova,GJ,4510371
GORJ,80427,GODINEȘTI,1855,godinesti,GJ,4898819
GORJ,80506,HUREZANI,1549,hurezani,GJ,4510444
GORJ,80560,IONEȘTI,2030,ionesti,GJ,4898860
GORJ,80613,JUPÂNEȘTI,1854,jupanesti,GJ,4898720
GORJ,80677,LELEȘTI,1779,lelesti,GJ,4898738
GORJ,80711,LICURICI,1976,licurici,GJ,4956146
GORJ,80766,LOGREȘTI,2341,logresti,GJ,4813456
GORJ,80846,MĂTĂSARI,4694,matasari,GJ,4448385
GORJ,80908,MUȘETEȘTI,1819,musetesti,GJ,4898754
GORJ,80980,NEGOMIR,3370,negomir,GJ,4898843
GORJ,81095,PADEȘ,4632,pades,GJ,4898932
GORJ,81184,PEȘTIȘANI,3535,pestisani,GJ,4898835
GORJ,81264,PLOPȘORU,5530,plopsoru,GJ,4718969
GORJ,81380,POLOVRAGI,2693,polovragi,GJ,4718977
GORJ,81415,PRIGORIA,2709,prigoria,GJ,4718985
GORJ,81497,ROȘIA DE AMARADIA,3083,rosia de amaradia,GJ,4898487
GORJ,81576,RUNCU,5324,runcu,GJ,4448229
GORJ,81754,SĂCELU,1305,sacelu,GJ,4898916
GORJ,81656,SAMARINEȘTI,1620,samarinesti,GJ,4351748
GORJ,81816,SĂULEȘTI,2061,saulesti,GJ,4898746
GORJ,81987,SCHELA,1598,schela,GJ,4898878
GORJ,81861,SCOARȚA,5529,scoarta,GJ,4448431
GORJ,82047,SLIVILEȘTI,2780,slivilesti,GJ,4352069
GORJ,82136,STĂNEȘTI,2232,stanesti,GJ,4898762
GORJ,82243,STEJARI,2205,stejari,GJ,4898886
GORJ,82314,STOINA,2133,stoina,GJ,5057571
GORJ,82680,ȚÂNȚĂRENI,5197,tantareni,GJ,4666401
GORJ,82396,TELEȘTI,3047,telesti,GJ,4448423
GORJ,82555,TURBUREA,3916,turburea,GJ,4898940
GORJ,78089,TURCINEȘTI,2058,turcinesti,GJ,4898924
GORJ,82733,URDARI,2756,urdari,GJ,4666410
GORJ,82779,VĂGIULEȘTI,2188,vagiulesti,GJ,4351730
GORJ,82831,VLADIMIR,2597,vladimir,GJ,4813464
HARGHITA,83320,MUNICIPIUL MIERCUREA CIUC,34484,municipiul miercurea ciuc,HR,4245747
HARGHITA,83561,MUNICIPIUL GHEORGHENI,15884,municipiul gheorgheni,HR,4245070
HARGHITA,83632,MUNICIPIUL TOPLITA,12609,municipiul toplita,HR,4245178
HARGHITA,83133,MUNICIPIUL ODORHEIU SECUIESC,31335,municipiul odorheiu secuiesc,HR,4367558
HARGHITA,83428,ORAȘ BĂILE TUȘNAD,1372,orasul baile tusnad,HR,4245348
HARGHITA,83464,ORAȘ BĂLAN,5414,orasul balan,HR,4367612
HARGHITA,83491,ORAȘ BORSEC,2391,orasul borsec,HR,4245380
HARGHITA,83525,ORAȘ CRISTURU SECUIESC,8797,orasul cristuru secuiesc,HR,4367647
HARGHITA,83749,ORAȘ VLĂHIȚA,6468,orasul vlahita,HR,4245224
HARGHITA,83785,ATID,2594,atid,HR,4367884
HARGHITA,83847,AVRĂMEȘTI,2324,avramesti,HR,4367892
HARGHITA,83936,BILBOR,2328,bilbor,HR,4246092
HARGHITA,83151,BRĂDEȘTI,2122,bradesti,HR,4367906
HARGHITA,83963,CĂPÂLNIȚA,2036,capalnita,HR,4367914
HARGHITA,84102,CÂRȚA,2527,carta,HR,4246122
HARGHITA,86461,CICEU,2711,ciceu,HR,16367667
HARGHITA,83981,CIUCSÂNGEORGIU,4882,ciucsangeorgiu,HR,4246114
HARGHITA,84086,CIUMANI,3881,ciumani,HR,4367922
HARGHITA,84148,CORBU,1282,corbu,HR,4612487
HARGHITA,84175,CORUND,6394,corund,HR,4246084
HARGHITA,86446,COZMENI,2125,cozmeni,HR,14597953
HARGHITA,84237,DĂNEȘTI,2079,danesti,HR,4246157
HARGHITA,84380,DÂRJIU,851,darjiu,HR,4367965
HARGHITA,84264,DEALU,4098,dealu,HR,4367930
HARGHITA,84344,DITRĂU,5284,ditrau,HR,4367957
HARGHITA,83197,FELICENI,3448,feliceni,HR,4367973
