judet,cod_siruta,localitate,pop,localitate_clean,judet_uat,uat_cod
PRAHOVA,132315,BĂNEȘTI,5426,banesti,PH,2844731
PRAHOVA,130552,BĂRCĂNEȘTI,8762,barcanesti,PH,2845311
PRAHOVA,136278,BĂTRÂNI,1792,batrani,PH,18315133
PRAHOVA,130614,BERCENI,5925,berceni,PH,2845338
PRAHOVA,132342,BERTEA,2701,bertea,PH,2843736
PRAHOVA,130678,BLEJOI,9254,blejoi,PH,2845346
PRAHOVA,132379,BOLDEȘTI-GRADIȘTEA,1433,boldesti-gradistea,PH,2843760
PRAHOVA,130712,BRAZI,7811,brazi,PH,2845290
PRAHOVA,132404,BREBU,6576,brebu,PH,2845699
PRAHOVA,130785,BUCOV,10787,bucov,PH,2843531
PRAHOVA,132459,CĂLUGĂRENI,1013,calugareni,PH,2845656
PRAHOVA,132486,CĂRBUNEȘTI,1450,carbunesti,PH,2845176
PRAHOVA,132510,CEPTURA,4019,ceptura,PH,2845222
PRAHOVA,132574,CERAȘU,4196,cerasu,PH,2843205
PRAHOVA,132645,CHIOJDEANCA,1510,chiojdeanca,PH,2843264
PRAHOVA,132681,CIORANI,5934,ciorani,PH,2845648
PRAHOVA,136241,COCORĂȘTII COLȚ,2681,cocorastii colt,PH,16346516
PRAHOVA,132716,COCORĂȘTII MISLII,3000,cocorastii mislii,PH,2845753
PRAHOVA,132752,COLCEAG,4413,colceag,PH,2843540
PRAHOVA,132805,CORNU,4444,cornu,PH,2845680
PRAHOVA,132841,COSMINELE,926,cosminele,PH,2843906
PRAHOVA,133018,DRĂGĂNEȘTI,4432,draganesti,PH,2845257
PRAHOVA,132896,DRAJNA,5102,drajna,PH,2843973
PRAHOVA,133090,DUMBRAVA,4342,dumbrava,PH,2843329
PRAHOVA,131461,DUMBRĂVEȘTI,3294,dumbravesti,PH,2845621
PRAHOVA,133278,FÂNTÂNELE,1821,fantanele,PH,2843418
PRAHOVA,133161,FILIPEȘTII DE PĂDURE,9736,filipestii de padure,PH,2843213
PRAHOVA,133214,FILIPEȘTII DE TÂRG,7450,filipestii de targ,PH,2845516
PRAHOVA,133330,FLOREȘTI,6891,floresti,PH,2843620
PRAHOVA,133394,FULGA,2889,fulga,PH,2845435
PRAHOVA,133429,GHERGHIȚA,1918,gherghita,PH,2844014
PRAHOVA,133508,GORGOTA,4696,gorgota,PH,2845354
PRAHOVA,133562,GORNET,2670,gornet,PH,2845320
PRAHOVA,133615,GORNET-CRICOV,1976,gornet-cricov,PH,2842900
PRAHOVA,133688,GURA VADULUI,1979,gura vadului,PH,2843698
PRAHOVA,131835,GURA VITIOAREI,5571,gura vitioarei,PH,2843965
PRAHOVA,133722,IORDĂCHEANU,5107,iordacheanu,PH,2845800
PRAHOVA,133795,IZVOARELE,6127,izvoarele,PH,2843256
PRAHOVA,133866,JUGURENI,449,jugureni,PH,2845460
PRAHOVA,133919,LAPOȘ,983,lapos,PH,2842986
PRAHOVA,133964,LIPĂNEȘTI,5264,lipanesti,PH,2845060
PRAHOVA,134014,MĂGURELE,4444,magurele,PH,2845613
PRAHOVA,134050,MĂGURENI,5674,magureni,PH,2844081
PRAHOVA,134096,MĂNECIU,9642,maneciu,PH,2843221
PRAHOVA,134194,MĂNEȘTI,3551,manesti,PH,2843817
PRAHOVA,136250,OLARI,1769,olari,PH,16371471
PRAHOVA,134336,PĂCUREȚI,1754,pacureti,PH,2844073
PRAHOVA,130847,PĂULEȘTI,7985,paulesti,PH,2843981
PRAHOVA,134390,PLOPU,2390,plopu,PH,2844626
PRAHOVA,134443,PODENII NOI,4590,podenii noi,PH,2844090
PRAHOVA,131274,POIANA CÂMPINA,4361,poiana campina,PH,2845737
PRAHOVA,134559,POIENARII BURCHII,4631,poienarii burchii,PH,2843647
PRAHOVA,134648,POSEȘTI,3636,posesti,PH,2843140
PRAHOVA,134755,PREDEAL-SĂRARI,2127,predeal-sarari,PH,2843108
PRAHOVA,134853,PROVIȚA DE JOS,2131,provita de jos,PH,2843159
PRAHOVA,134899,PROVIȚA DE SUS,1719,provita de sus,PH,2845362
PRAHOVA,134942,PUCHENII MARI,7854,puchenii mari,PH,2844510
PRAHOVA,135020,RÂFOV,5213,rafov,PH,2845559
PRAHOVA,135128,SALCIA,843,salcia,PH,2843230
PRAHOVA,135146,SĂLCIILE,1657,salciile,PH,2843914
PRAHOVA,135244,SÂNGERU,5230,sangeru,PH,2843124
PRAHOVA,135164,SCORȚENI,5087,scorteni,PH,2843302
PRAHOVA,135226,SECĂRIA,1078,secaria,PH,2845583
PRAHOVA,135431,ȘIRNA,4243,sirna,PH,2845443
PRAHOVA,135501,ȘOIMARI,2611,soimari,PH,2845184
PRAHOVA,135547,ȘOTRILE,3142,sotrile,PH,2843434
PRAHOVA,135315,STARCHIOJD,3299,starchiojd,PH,2843655
PRAHOVA,135618,ȘTEFEȘTI,1929,stefesti,PH,2843590
PRAHOVA,135404,SURANI,1635,surani,PH,2845788
PRAHOVA,135654,TALEA,925,talea,PH,2845605
PRAHOVA,130892,TÂRGȘORU VECHI,10433,targsoru vechi,PH,2845230
PRAHOVA,135681,TĂTARU,748,tataru,PH,2845494
PRAHOVA,135725,TEIȘANI,3343,teisani,PH,2845532
PRAHOVA,135789,TELEGA,4990,telega,PH,2845834
PRAHOVA,135850,TINOSU,2138,tinosu,PH,2843060
PRAHOVA,135896,TOMȘANI,3908,tomsani,PH,2843035
PRAHOVA,136269,VADU SĂPAT,1528,vadu sapat,PH,16346508
PRAHOVA,136198,VÂLCĂNEȘTI,3244,valcanesti,PH,2845770
PRAHOVA,135949,VALEA CĂLUGĂREASCĂ,10096,valea calugareasca,PH,2845400
PRAHOVA,136107,VALEA DOFTANEI,5706,valea doftanei,PH,2843116
PRAHOVA,136134,VĂRBILĂU,5896,varbilau,PH,2844197
SATU MARE,136483,MUNICIPIUL SATU MARE,91520,municipiul satu mare,SM,4038806
SATU MARE,136526,MUNICIPIUL CAREI,18957,municipiul carei,SM,4481160
SATU MARE,136848,ORAȘ ARDUD,6124,orasul ardud,SM,3897173
SATU MARE,138039,ORAȘ LIVADA,5892,orasul livada,SM,3896852
SATU MARE,136599,ORAȘ NEGREȘTI-OAȘ,14616,orasul negresti-oas,SM,3963951
SATU MARE,136642,ORAȘ TĂȘNAD,8058,orasul tasnad,SM,3897122
SATU MARE,136713,ACÂȘ,2728,acas,SM,3897386
SATU MARE,179873,AGRIȘ,1758,agris,SM,16363452
SATU MARE,136768,ANDRID,2455,andrid,SM,3897076
SATU MARE,136802,APA,2534,apa,SM,3897416
SATU MARE,137103,BÂRSĂU,2199,barsau,SM,3897289
SATU MARE,136919,BĂTARCI,3612,batarci,SM,3897165
SATU MARE,136964,BELTIUG,3021,beltiug,SM,3896534
SATU MARE,137032,BERVENI,3143,berveni,SM,3897084
SATU MARE,137069,BIXAD,6368,bixad,SM,3963986
SATU MARE,137130,BOGDAND,2715,bogdand,SM,3896623
SATU MARE,137185,BOTIZ,3604,botiz,SM,3896615
SATU MARE,137229,CĂLINEȘTI-OAȘ,5117,calinesti-oas,SM,3896860
SATU MARE,137274,CĂMĂRZANA,2362,camarzana,SM,3896879
SATU MARE,179677,CĂMIN,1250,camin,SM,14981473
SATU MARE,136553,CĂPLENI,2851,capleni,SM,3963625
SATU MARE,137292,CĂUAȘ,2259,cauas,SM,3896836
SATU MARE,137363,CEHAL,1279,cehal,SM,3896810
SATU MARE,137407,CERTEZE,5646,certeze,SM,3963978
SATU MARE,179882,CIUMEȘTI,1193,ciumesti,SM,16350916
SATU MARE,137443,CRAIDOROLȚ,2130,craidorolt,SM,3897106
SATU MARE,137504,CRUCIȘOR,2195,crucisor,SM,3963536
SATU MARE,137540,CULCIU,3712,culciu,SM,3897041
SATU MARE,137611,DOBA,2659,doba,SM,3963838
SATU MARE,137675,DOROLȚ,3755,dorolt,SM,3963889
SATU MARE,137728,FOIENI,1725,foieni,SM,3896828
SATU MARE,137746,GHERȚA MICĂ,3881,gherta mica,SM,3896917
SATU MARE,137764,HALMEU,4276,halmeu,SM,3897157
SATU MARE,137844,HODOD,2914,hodod,SM,3963714
SATU MARE,137899,HOMOROADE,1959,homoroade,SM,3963781
SATU MARE,137960,LAZURI,5977,lazuri,SM,4074140
SATU MARE,138084,MEDIEȘU AURIT,6224,mediesu aurit,SM,3896984
SATU MARE,138164,MICULA,3265,micula,SM,3897297
SATU MARE,138208,MOFTIN,4222,moftin,SM,3897092
SATU MARE,138280,ODOREU,5569,odoreu,SM,3897424
SATU MARE,138351,ORAȘU NOU,3389,orasu nou,SM,3896844
SATU MARE,138431,PĂULEȘTI,5775,paulesti,SM,3897025
SATU MARE,138501,PETREȘTI,1388,petresti,SM,3963650
SATU MARE,138538,PIR,1413,pir,SM,3897149
SATU MARE,138574,PIȘCOLT,2932,piscolt,SM,3896704
SATU MARE,138618,POMI,1936,pomi,SM,3963820
SATU MARE,180028,PORUMBEȘTI,2362,porumbesti,SM,17530869
SATU MARE,180091,RACȘA,3050,racsa,SM,27005719
SATU MARE,138770,SĂCĂȘENI,1134,sacaseni,SM,3896720
SATU MARE,138663,SANISLĂU,3223,sanislau,SM,4626032
SATU MARE,138734,SANTĂU,2200,santau,SM,3897130
SATU MARE,138805,SĂUCA,1477,sauca,SM,3963919
SATU MARE,138869,SOCOND,2763,socond,SM,3897459
SATU MARE,138921,SUPUR,3990,supur,SM,3897114
SATU MARE,139009,TARNA MARE,3563,tarna mare,SM,3897181
SATU MARE,139143,TÂRȘOLȚ,3079,tarsolt,SM,3896909
SATU MARE,139054,TEREBEȘTI,1864,terebesti,SM,3963803
SATU MARE,139107,TIREAM,2068,tiream,SM,3963641
SATU MARE,139170,TURȚ,7936,turt,SM,3896887
SATU MARE,139214,TURULUNG,3409,turulung,SM,3896569
SATU MARE,139250,URZICENI,1407,urziceni,SM,3963676
SATU MARE,139287,VALEA VINULUI,1582,valea vinului,SM,3896950
SATU MARE,139330,VAMA,3670,vama,SM,3896895
SATU MARE,139358,VETIȘ,5384,vetis,SM,3896577
SATU MARE,139394,VIILE SATU MARE,3950,viile satu mare,SM,3896640
SĂLAJ,139704,MUNICIPIUL ZALĂU,52132,municipiul zalau,SJ,4291786
SĂLAJ,139740,ORAȘ CEHU SILVANIEI,6369,orasul cehu silvaniei,SJ,4291859
SĂLAJ,139811,ORAȘ JIBOU,9677,orasul jibou,SJ,4494926
SĂLAJ,139884,ORAȘ ȘIMLEU SILVANIEI,13948,orasul simleu silvaniei,SJ,4566658
SĂLAJ,139937,AGRIJ,1397,agrij,SJ,4291549
SĂLAJ,139982,ALMAȘU,1882,almasu,SJ,4637619
SĂLAJ,140084,BĂBENI,1515,babeni,SJ,4495140
SĂLAJ,140146,BĂLAN,3660,balan,SJ,4291689
SĂLAJ,140208,BĂNIȘOR,1824,banisor,SJ,4495077
SĂLAJ,140244,BENESAT,1354,benesat,SJ,4291670
SĂLAJ,140280,BOBOTA,3527,bobota,SJ,4292013
SĂLAJ,140324,BOCȘA,3169,bocsa,SJ,4292005
SĂLAJ,180037,BOGHIȘ,1909,boghis,SJ,17720391
SĂLAJ,140379,BUCIUMI,2402,buciumi,SJ,4291611
SĂLAJ,140440,CAMĂR,1618,camar,SJ,4495263
SĂLAJ,140477,CARASTELEC,1044,carastelec,SJ,4292021
SĂLAJ,140501,CHIEȘD,2271,chiesd,SJ,4291980
SĂLAJ,140547,CIZER,2116,cizer,SJ,4495069
SĂLAJ,140583,COȘEIU,1110,coseiu,SJ,4291590
SĂLAJ,140627,CRASNA,6024,crasna,SJ,4495115
SĂLAJ,140672,CREACA,2890,creaca,SJ,4291646
SĂLAJ,140823,CRIȘENI,3326,criseni,SJ,4291565
SĂLAJ,140770,CRISTOLȚ,1056,cristolt,SJ,4291638
SĂLAJ,140869,CUZĂPLAC,1560,cuzaplac,SJ,4637600
SĂLAJ,140958,DOBRIN,1573,dobrin,SJ,4291573
SĂLAJ,141027,DRAGU,1559,dragu,SJ,4637651
SĂLAJ,141081,FILDU DE JOS,1280,fildu de jos,SJ,4637627
SĂLAJ,141134,GÂLGĂU,2313,galgau,SJ,4495182
SĂLAJ,141232,GÂRBOU,1758,garbou,SJ,4291654
SĂLAJ,141312,HALMĂȘD,2107,halmasd,SJ,4291964
SĂLAJ,141376,HERECLEAN,3941,hereclean,SJ,4291581
SĂLAJ,141447,HIDA,2869,hida,SJ,4792272
SĂLAJ,141535,HOROATU CRASNEI,2522,horoatu crasnei,SJ,4495085
SĂLAJ,141580,ILEANDA,2066,ileanda,SJ,4495204
SĂLAJ,141722,IP,3288,ip,SJ,4291697
SĂLAJ,141786,LETCA,1625,letca,SJ,4495158
SĂLAJ,141884,LOZNA,1027,lozna,SJ,4495166
SĂLAJ,142006,MĂERIȘTE,2681,maeriste,SJ,4292030
SĂLAJ,141946,MARCA,2226,marca,SJ,4291948
SĂLAJ,142079,MESEȘENII DE JOS,3317,mesesenii de jos,SJ,4495107
SĂLAJ,142122,MIRȘID,2280,mirsid,SJ,4291603
SĂLAJ,142177,NĂPRADEA,2633,napradea,SJ,4495042
SĂLAJ,142239,NUȘFALĂU,3772,nusfalau,SJ,4291921
SĂLAJ,142284,PERICEI,3497,pericei,SJ,4495018
SĂLAJ,142337,PLOPIȘ,2277,plopis,SJ,4291956
SĂLAJ,142373,POIANA BLENCHII,1094,poiana blenchii,SJ,4495190
SĂLAJ,142426,ROMÂNAȘI,3118,romanasi,SJ,4291557
SĂLAJ,142499,RUS,909,rus,SJ,4495174
SĂLAJ,142612,SÂG,3324,sag,SJ,4495123
SĂLAJ,142550,SĂLĂȚIG,2404,salatig,SJ,4291883
SĂLAJ,142854,ȘAMȘUD,1785,samsud,SJ,4291999
SĂLAJ,142676,SÂNMIHAIU ALMAȘULUI,1556,sanmihaiu almasului,SJ,4637635
SĂLAJ,142881,ȘĂRMĂȘAG,5036,sarmasag,SJ,4291972
SĂLAJ,179695,ȘIMIȘNA,833,simisna,SJ,14992936
SĂLAJ,142710,SOMEȘ-ODORHEI,2678,somes-odorhei,SJ,4291662
SĂLAJ,142774,SURDUC,3337,surduc,SJ,4291620
SĂLAJ,179631,TREZNEA,1013,treznea,SJ,7977526
SĂLAJ,142952,VALCĂU DE JOS,2972,valcau de jos,SJ,4291930
SĂLAJ,143021,VÂRȘOLȚ,2069,varsolt,SJ,4495131
SĂLAJ,143067,ZALHA,767,zalha,SJ,4495220
SĂLAJ,143147,ZIMBOR,938,zimbor,SJ,4637643
SIBIU,143450,MUNICIPIUL SIBIU,134308,municipiul sibiu,SB,4270740
SIBIU,143619,MUNICIPIUL MEDIAȘ,39505,municipiul medias,SB,4240677
SIBIU,143682,ORAȘ AGNITA,7564,orasul agnita,SB,4270716
SIBIU,144054,ORAȘ AVRIG,12534,orasul avrig,SB,4241087
SIBIU,143735,ORAȘ CISNĂDIE,22277,orasul cisnadie,SB,4406002
SIBIU,143771,ORAȘ COPȘA MICĂ,4570,orasul copsa mica,SB,4406207
SIBIU,143806,ORAȘ DUMBRĂVENI,6238,orasul dumbraveni,SB,4240740
SIBIU,144928,ORAȘ MIERCUREA SIBIULUI,3619,orasul miercurea sibiului,SB,4406266
SIBIU,143851,ORAȘ OCNA SIBIULUI,3434,orasul ocna sibiului,SB,4480149
SIBIU,145499,ORAȘ SĂLIȘTE,5710,orasul saliste,SB,4306950
SIBIU,145827,ORAȘ TĂLMACIU,6711,orasul talmaciu,SB,4270732
SIBIU,146012,ALMA,1692,alma,SB,16343277
SIBIU,143888,ALȚINA,1533,altina,SB,4307122
SIBIU,143922,APOLDU DE JOS,1184,apoldu de jos,SB,4678945
SIBIU,143959,ARPAȘU DE JOS,2594,arpasu de jos,SB,4270708
SIBIU,143995,AȚEL,1263,atel,SB,4406118
SIBIU,144116,AXENTE SEVER,3286,axente sever,SB,4406126
SIBIU,144152,BAZNA,3329,bazna,SB,4307050
SIBIU,144198,BIERTAN,2239,biertan,SB,4240944
SIBIU,144232,BÂRGHIȘ,1894,barghis,SB,4406088
SIBIU,144303,BLĂJEL,1967,blajel,SB,4241168
SIBIU,146021,BOIȚA,1410,boita,SB,16343285
SIBIU,144376,BRĂDENI,1368,bradeni,SB,4240880
SIBIU,144349,BRATEIU,3333,brateiu,SB,4406282
SIBIU,144410,BRUIU,671,bruiu,SB,4480270
SIBIU,144508,CÂRȚA,1042,carta,SB,4241249
SIBIU,144535,CÂRȚIȘOARA,1260,cartisoara,SB,4405929
SIBIU,144456,CHIRPĂR,1489,chirpar,SB,4306976
SIBIU,143487,CRISTIAN,4116,cristian,SB,4240723
SIBIU,144553,DÂRLOS,2615,darlos,SB,4406010
SIBIU,144599,GURA RÂULUI,3522,gura raului,SB,4240960
SIBIU,144615,HOGHILAG,2123,hoghilag,SB,4241230
SIBIU,144651,IACOBENI,2780,iacobeni,SB,4307114
SIBIU,144713,JINA,3396,jina,SB,4480130
SIBIU,144731,LASLEA,3100,laslea,SB,4405937
SIBIU,144795,LOAMNEȘ,2562,loamnes,SB,4240979
SIBIU,144866,LUDOȘ,584,ludos,SB,4724804
SIBIU,144893,MARPOD,982,marpod,SB,4480238
SIBIU,144964,MERGHINDEAL,1502,merghindeal,SB,5192942
SIBIU,144991,MICĂSASA,1698,micasasa,SB,4405945
SIBIU,145042,MIHĂILENI,973,mihaileni,SB,4700090
SIBIU,145104,MOȘNA,2939,mosna,SB,4406240
SIBIU,145140,NOCRICH,3188,nocrich,SB,5999013
SIBIU,145202,ORLAT,2964,orlat,SB,4240952
SIBIU,145220,PĂUCA,1535,pauca,SB,4241206
SIBIU,145275,POIANA SIBIULUI,2346,poiana sibiului,SB,4307009
SIBIU,143502,POPLACA,1782,poplaca,SB,4270724
SIBIU,145293,PORUMBACU DE JOS,2876,porumbacu de jos,SB,4480246
SIBIU,145355,RACOVIȚA,2606,racovita,SB,4241150
SIBIU,143520,RĂȘINARI,5362,rasinari,SB,4406134
SIBIU,145382,RÂU SADULUI,514,rau sadului,SB,4405902
SIBIU,145408,ROȘIA,6074,rosia,SB,4480165
SIBIU,145471,SADU,2561,sadu,SB,4241222
SIBIU,145667,ȘEICA MARE,3925,seica mare,SB,4241052
SIBIU,145738,ȘEICA MICĂ,1519,seica mica,SB,4556247
SIBIU,143557,ȘELIMBĂR,17492,selimbar,SB,4406045
SIBIU,145603,SLIMNIC,3459,slimnic,SB,4405988
SIBIU,145765,ȘURA MARE,4529,sura mare,SB,4241184
SIBIU,145792,ȘURA MICĂ,3239,sura mica,SB,4241109
SIBIU,143646,TÂRNAVA,3007,tarnava,SB,4406029
SIBIU,145907,TILIȘCA,1351,tilisca,SB,4306933
SIBIU,145934,TURNU ROȘU,2340,turnu rosu,SB,4603519
SIBIU,145961,VALEA VIILOR,1962,valea viilor,SB,4556212
SIBIU,145998,VURPĂR,2778,vurpar,SB,4406355
SUCEAVA,146263,MUNICIPIUL SUCEAVA,84308,municipiul suceava,SV,4244792
SUCEAVA,146502,MUNICIPIUL CÂMPULUNG MOLDOVENESC,15642,municipiul campulung moldovenesc,SV,4842400
SUCEAVA,146539,MUNICIPIUL FĂLTICENI,23902,municipiul falticeni,SV,5432522
SUCEAVA,146628,MUNICIPIUL RĂDĂUȚI,24292,municipiul radauti,SV,4244148
SUCEAVA,146744,MUNICIPIUL VATRA DORNEI,12578,municipiul vatra dornei,SV,7467268
SUCEAVA,147358,ORAȘ BROȘTENI,5179,orasul brosteni,SV,5927254
SUCEAVA,147633,ORAȘ CAJVANA,9139,orasul cajvana,SV,4441166
SUCEAVA,148006,ORAȘ DOLHASCA,11007,orasul dolhasca,SV,5461609
SUCEAVA,148612,ORAȘ FRASIN,5817,orasul frasin,SV,4535651
SUCEAVA,146584,ORAȘ GURA HUMORULUI,13278,orasul gura humorului,SV,6631418
SUCEAVA,149227,ORAȘ LITENI,8878,orasul liteni,SV,4244229
SUCEAVA,146931,ORAȘ MILIȘĂUȚI,4657,orasul milisauti,SV,4326973
SUCEAVA,146370,ORAȘ SALCEA,9513,orasul salcea,SV,4244180
SUCEAVA,146655,ORAȘ SIRET,6708,orasul siret,SV,4440985
SUCEAVA,146708,ORAȘ SOLCA,2405,orasul solca,SV,4441000
SUCEAVA,151095,ORAȘ VICOVU DE SUS,15143,orasul vicovu de sus,SV,4327073
SUCEAVA,146799,ADÂNCATA,4031,adancata,SV,4327480
SUCEAVA,146860,ARBORE,6887,arbore,SV,4326965
SUCEAVA,146904,BAIA,7261,baia,SV,4674790
SUCEAVA,151530,BĂLĂCEANA,1342,balaceana,SV,16391770
SUCEAVA,146995,BĂLCĂUȚI,2990,balcauti,SV,4441298
SUCEAVA,151576,BERCHIȘEȘTI,3157,berchisesti,SV,17527456
SUCEAVA,147036,BILCA,3930,bilca,SV,4327006
SUCEAVA,147054,BOGDĂNEȘTI,3694,bogdanesti,SV,4326817
SUCEAVA,147072,BOROAIA,4383,boroaia,SV,4326787
SUCEAVA,147134,BOSANCI,6802,bosanci,SV,4244156
SUCEAVA,147161,BOTOȘANA,2292,botosana,SV,4244270
SUCEAVA,147205,BREAZA,1360,breaza,SV,4326736
SUCEAVA,147241,BRODINA,3406,brodina,SV,4535635
SUCEAVA,147465,BUNEȘTI,2759,bunesti,SV,4326850
SUCEAVA,151521,BURLA,2135,burla,SV,16388180
SUCEAVA,147526,CACICA,3963,cacica,SV,4441174
SUCEAVA,147580,CALAFINDEȘTI,2699,calafindesti,SV,6552870
SUCEAVA,151503,CAPU CÂMPULUI,2276,capu campului,SV,16031763
SUCEAVA,147713,CÂRLIBABA,1588,carlibaba,SV,4326906
SUCEAVA,151451,CIOCĂNEȘTI,1427,ciocanesti,SV,14953600
SUCEAVA,151567,CIPRIAN PORUMBESCU,2090,ciprian porumbescu,SV,16391789
SUCEAVA,151433,COMĂNEȘTI,2202,comanesti,SV,14889001
SUCEAVA,147786,CORNU LUNCII,6177,cornu luncii,SV,4441573
SUCEAVA,151497,COȘNA,1366,cosna,SV,15971184
SUCEAVA,147884,CRUCEA,1583,crucea,SV,4326876
SUCEAVA,147937,DĂRMĂNEȘTI,4993,darmanesti,SV,4244300
SUCEAVA,148097,DOLHEȘTI,3312,dolhesti,SV,5506727
SUCEAVA,148202,DORNA CANDRENILOR,2966,dorna candrenilor,SV,4326914
SUCEAVA,148131,DORNA-ARINI,2828,dorna-arini,SV,6576100
SUCEAVA,148293,DORNEȘTI,4474,dornesti,SV,4441263
SUCEAVA,148328,DRĂGOIEȘTI,2240,dragoiesti,SV,4441190
SUCEAVA,148382,DRĂGUȘENI,2324,draguseni,SV,4326795
SUCEAVA,148426,DUMBRĂVENI,7988,dumbraveni,SV,4244210
SUCEAVA,151488,FÂNTÂNA MARE,2192,fantana mare,SV,15733336
SUCEAVA,148453,FÂNTÂNELE,4327,fantanele,SV,4327537
SUCEAVA,148514,FORĂȘTI,3973,forasti,SV,4326809
SUCEAVA,148667,FRĂTĂUȚII NOI,5959,fratautii noi,SV,4326990
SUCEAVA,148694,FRĂTĂUȚII VECHI,4782,fratautii vechi,SV,4244342
SUCEAVA,148729,FRUMOSU,2931,frumosu,SV,4441409
SUCEAVA,148765,FUNDU MOLDOVEI,3720,fundu moldovei,SV,4326760
SUCEAVA,148872,GĂLĂNEȘTI,2685,galanesti,SV,4441352
SUCEAVA,148916,GRĂMEȘTI,2756,gramesti,SV,4441301
SUCEAVA,148970,GRĂNICEȘTI,5263,granicesti,SV,4441280
SUCEAVA,151512,HĂNȚEȘTI,3790,hantesti,SV,16031747
SUCEAVA,151549,HÂRTOP,2503,hartop,SV,16402004
SUCEAVA,149101,HORODNIC DE JOS,2253,horodnic de jos,SV,4244334
SUCEAVA,151479,HORODNIC DE SUS,5407,horodnic de sus,SV,15562708
SUCEAVA,149049,HORODNICENI,3233,horodniceni,SV,4326833
SUCEAVA,149138,IACOBENI,1614,iacobeni,SV,4441158
SUCEAVA,151442,IASLOVĂȚ,4624,iaslovat,SV,14850370
SUCEAVA,147660,ILIȘEȘTI,2839,ilisesti,SV,4326930
SUCEAVA,146281,IPOTEȘTI,9346,ipotesti,SV,4244172
SUCEAVA,149183,IZVOARELE SUCEVEI,1984,izvoarele sucevei,SV,4326744
SUCEAVA,149316,MĂLINI,6689,malini,SV,6526587
SUCEAVA,149370,MĂNĂSTIREA HUMORULUI,3072,manastirea humorului,SV,4535597
SUCEAVA,149290,MARGINEA,11164,marginea,SV,4327030
SUCEAVA,146325,MITOCU DRAGOMIRNEI,5230,mitocu dragomirnei,SV,4441018
SUCEAVA,149414,MOARA,5932,moara,SV,4441026
SUCEAVA,149502,MOLDOVA-SULIȚA,1671,moldova-sulita,SV,4441433
SUCEAVA,149539,MOLDOVIȚA,4883,moldovita,SV,4326671
SUCEAVA,149584,MUȘENIȚA,1442,musenita,SV,4441271
SUCEAVA,149655,OSTRA,2932,ostra,SV,4441417
SUCEAVA,149753,PĂLTINOASA,6021,paltinoasa,SV,6552861
SUCEAVA,149682,PANACI,2036,panaci,SV,4326892
SUCEAVA,149780,PÂRTEȘTII DE JOS,2519,partestii de jos,SV,4441182
SUCEAVA,149833,PĂTRĂUȚI,4890,patrauti,SV,4244318
SUCEAVA,149851,POIANA STAMPEI,2119,poiana stampei,SV,5021250
SUCEAVA,151585,POIENI-SOLCA,1941,poieni-solca,SV,21769911
SUCEAVA,149931,POJORÂTA,2777,pojorata,SV,4441425
SUCEAVA,149968,PREUTEȘTI,6682,preutesti,SV,5645490
SUCEAVA,150043,PUTNA,3658,putna,SV,4441379
SUCEAVA,150070,RĂDĂȘENI,3508,radaseni,SV,4327545
SUCEAVA,150114,RÂȘCA,5101,rasca,SV,4674781
SUCEAVA,150178,SADOVA,2389,sadova,SV,4326779
SUCEAVA,150445,ȘARU DORNEI,3905,saru dornei,SV,4326884
SUCEAVA,150196,SATU MARE,3232,satu mare,SV,4327057
SUCEAVA,146432,ȘCHEIA,12792,scheia,SV,4327421
SUCEAVA,151460,ȘERBĂUȚI,3119,serbauti,SV,15588368
SUCEAVA,150221,SIMINICEA,2595,siminicea,SV,4327499
SUCEAVA,150258,SLATINA,4837,slatina,SV,4326841
SUCEAVA,150294,STRAJA,5258,straja,SV,4441360
SUCEAVA,150310,STROIEȘTI,3332,stroiesti,SV,4244288
SUCEAVA,150356,STULPICANI,5362,stulpicani,SV,4326728
SUCEAVA,150418,SUCEVIȚA,2520,sucevita,SV,4441336
SUCEAVA,150524,TODIREȘTI,4810,todiresti,SV,4326922
SUCEAVA,150588,UDEȘTI,7384,udesti,SV,4327510
SUCEAVA,150702,ULMA,1873,ulma,SV,4327065
SUCEAVA,150766,VADU MOLDOVEI,4002,vadu moldovei,SV,6631469
SUCEAVA,150891,VALEA MOLDOVEI,4393,valea moldovei,SV,4326957
SUCEAVA,150935,VAMA,5413,vama,SV,4326698
SUCEAVA,150980,VATRA MOLDOVIȚEI,3779,vatra moldovitei,SV,4326680
SUCEAVA,151022,VEREȘTI,6343,veresti,SV,4327529
SUCEAVA,151077,VICOVU DE JOS,5978,vicovu de jos,SV,4327090
SUCEAVA,151558,VOITINEL,5429,voitinel,SV,16366807
SUCEAVA,151120,VOLOVĂȚ,6106,volovat,SV,4441239
SUCEAVA,151157,VULTUREȘTI,3408,vulturesti,SV,4326868
SUCEAVA,151246,ZAMOSTEA,2659,zamostea,SV,4326981
SUCEAVA,151344,ZVORIȘTEA,5814,zvoristea,SV,4244202
TELEORMAN,151790,MUNICIPIUL ALEXANDRIA,40390,municipiul alexandria,TR,4652660
TELEORMAN,151870,MUNICIPIUL ROȘIORI DE VEDE,22294,municipiul rosiori de vede,TR,4652694
TELEORMAN,151683,MUNICIPIUL TURNU MĂGURELE,19597,municipiul turnu magurele,TR,4253731
TELEORMAN,151905,ORAȘ VIDELE,10107,orasul videle,TR,6853155
